,tfidf
melting,7.884206985635491
melty,9.345402654928499
member,6.558107785299023
membership,8.102209137449282
membrane,9.974011314350873
memorable,8.884701418345077
memorie,7.3241004001442045
memory,7.880776450538702
memphi,10.243344248134457
men,7.449394398895309
menadione,8.96747370462894
menopause,9.665709954696357
menstrual,8.821331804412488
mental,8.353523565730189
mentally,9.352837633416017
menthol,9.56854620624271
mention,6.015581936108572
mentioned,6.035671000605354
mentioning,8.64487536707093
menu,8.128184623852544
meow,7.981581149660667
meowing,9.323423748209724
merchandise,9.120778718443855
merchant,8.276867821497667
mercken,11.417464089310712
mercury,8.69384937166739
mercy,9.707382651096925
mere,8.52382968577973
merely,8.184569343263181
meringue,9.398647169447312
merit,8.952360066818892
merlot,9.919944093080598
merrick,8.097944738662825
merry,9.696800541766388
mes,5.759212390523423
mesh,8.294840063902098
mesquite,9.0916221341524
message,7.850419988058108
messe,9.114878996316667
messed,8.745345897434566
messing,9.0745277007931
messy,6.425831742340073
met,7.251254965858968
metabolic,9.819860634523616
metabolism,7.903288223710919
metal,7.3692661297243935
metallic,7.737447322454622
meter,10.00218219131757
methionine,9.960217992218539
method,6.652779482845145
metromint,9.446656388633672
mex,9.808026176876613
mexican,7.043558577159173
mexico,7.827430469833409
meyer,9.406490346908338
mfg,10.031169728190822
mgsodium,9.132683620950173
mgtotal,8.937471454325141
miami,9.352837633416017
mic,10.489477317673366
mice,9.15081100554273
michael,7.837218476199572
michigan,8.430594503014568
micro,8.466852251037192
microbrew,9.808026176876613
microwavable,8.884701418345077
microwave,5.809717547950281
microwaveable,9.323423748209724
microwaved,8.570504824349861
microwaving,8.63754932697886
mid,6.814060168132703
midday,9.360328305145176
middle,6.1983809338282825
midnight,8.134785307883895
midwest,8.834577031162508
midwife,9.933189319830618
might,4.4691315516360435
mighty,8.17074423827134
mignon,9.120778718443855
migraine,8.37294165158729
mike,9.398647169447312
milano,9.906872011513245
mild,5.2579956824743865
milder,7.1614342783394145
mildly,7.559835155948366
mile,6.9569797127654915
mileage,8.782617292231798
military,8.803940061700619
milk,4.188136950976201
milka,9.843958186102675
milkbone,9.309035010757624
milkshake,8.737248687201948
milky,8.269263222112448
mill,6.490636752486549
milled,9.0745277007931
millet,8.701601348471709
milligram,9.675966454863547
milling,10.139803569193617
million,7.770632871440276
millstone,9.035741675757944
milo,9.41439552641545
mimic,9.338022547630876
min,6.7079338879983785
minced,8.594685622547075
mind,5.321242149563504
minded,9.430395867761892
mindful,9.665709954696357
mine,5.3539525158690315
mineral,6.456678343862934
minestrone,9.808026176876613
mini,6.192666632564844
miniature,7.737447322454622
minimal,7.218053172338923
minimally,8.957372608642437
minimize,8.803940061700619
minimum,7.639981388649169
miniscule,9.831836825570331
minnesota,9.523289614654589
minor,7.340924151722119
minority,9.773340618888723
minpin,9.906872011513245
mint,5.74494972005997
minty,7.593950909188537
minu,7.593950909188537
minute,4.642433805489872
mio,7.657632899224492
miracle,7.169809536676147
miraculou,9.2137248309533
mis,6.2733954466117785
mischief,8.861605703550428
miserable,8.615887830197678
misery,9.635556916525669
mislabeled,9.933189319830618
mislead,9.2137248309533
misleading,7.069085488755064
misled,9.73981792685008
misnomer,9.906872011513245
miso,8.115112542285189
misse,9.052180402101103
missed,6.972048491046246
missing,6.375938308195119
mission,8.633906335700358
mist,8.972562774136412
mistake,6.206693002145375
mistaken,8.786845628341318
mistakenly,9.068893883074844
mite,9.946612340162758
mix,3.9753160277177266
mixe,5.8404015242967695
mixed,5.0314764329585495
mixer,7.681196012952633
mixing,6.044366707572908
mixture,6.5617640965021335
mmm,8.697717848445311
mmmm,8.42763153788391
mmmmm,8.608770362428816
mmmmmm,8.982819274303601
mmmmmmm,9.773340618888723
mobility,9.330696507538804
mocafe,9.946612340162758
mocha,6.521381759056448
mochi,9.906872011513245
mocktail,8.90356990264946
moctail,9.946612340162758
mode,9.200821426117392
model,8.161632557920083
moderate,7.845448975336088
moderately,8.193893420138306
moderation,7.504265304793555
modern,8.439536440390228
modest,8.857049887014568
modification,9.309035010757624
modified,7.650806934154092
modify,9.505745305003678
moist,5.817735794398283
moisten,9.41439552641545
moister,9.523289614654589
moisture,6.942134635827738
moisturize,8.977677874803181
moisturized,9.10901387686427
moisturizer,7.803371570825716
moisturizing,8.63027656764978
mojito,8.342594495197998
moka,8.761739707210243
molar,9.169273068382466
molasse,7.2696716926452
mold,7.3580357921948405
molded,9.287832803107023
moldy,8.189220514438912
mole,8.479236310236914
molecule,9.422363696064627
molly,9.843958186102675
mom,5.7471775690826945
moment,6.738059888692418
momma,9.933189319830618
mommy,8.501284447458676
mon,8.812598124443735
monday,8.337174427728659
monde,9.696800541766388
money,4.509708810328576
monin,9.080193438328777
monitor,8.682332929605831
monitoring,9.960217992218539
monk,9.707382651096925
monkey,8.591195217607307
mono,9.144731959466348
mononitrate,8.957372608642437
monosodium,9.207252316447683
monounsaturated,9.226796912520653
monsanto,9.881229580899907
monster,7.81934635143345
montana,9.471553940255399
monte,10.338654427938783
month,3.9982245799621214
monthly,7.035437454636831
montreal,10.19023442282051
moo,9.750867763036664
mood,7.015058292300179
moon,8.269263222112448
moral,9.422363696064627
moreover,8.73322453690222
morning,4.370100332413907
moroccan,8.584250745254497
morsel,7.713985835775624
mortar,8.451584778906403
morton,9.728888856317889
mos,9.596717083209406
mosquito,9.906872011513245
mosquitoe,10.338654427938783
mostly,5.6795643999612615
motel,9.488503498569173
moth,8.479236310236914
mother,5.916686186171954
motion,8.839031381511889
motivate,9.843958186102675
motivated,8.196238087097559
motivation,9.56854620624271
motor,9.15081100554273
mott,10.207626165532378
motto,9.422363696064627
mound,8.942409735965725
mount,9.606286534225557
mountain,5.702179392122279
mouse,8.830142434094643
mousse,8.91795864010156
mouth,4.881796033262194
mouthfeel,8.982819274303601
mouthful,8.381380520233154
move,6.834298954174002
moved,6.645782952555309
movement,7.867170798482923
movie,6.444388144099896
moving,7.198821810411035
mozzarella,8.942409735965725
msg,6.833697811985775
mth,10.016570928769669
mtn,9.960217992218539
mtr,10.076290163471292
much,2.982310696466395
mucu,9.843958186102675
mud,8.884701418345077
muddy,8.993182061339148
mudslide,9.323423748209724
muesli,8.517336156469185
muffin,6.646281084570591
mug,6.258746913514452
muir,9.085891459443415
multi,7.201422592111093
multigrain,8.044101506642
multipack,9.881229580899907
multiple,6.519185404121245
multitude,9.430395867761892
multivitamin,9.550197067574512
mum,9.030321608288604
munch,7.432846861912779
munched,9.893968606677337
munchie,8.404238658309204
munching,7.942578991857398
muncho,9.080193438328777
munchy,9.960217992218539
municipal,10.261693386802655
murky,9.497087242260564
murray,8.510884521187695
muscle,6.802926153319022
mush,7.89283516685883
mushroom,6.938791269289764
mushy,6.882337747055548
music,8.880039405239266
musky,9.665709954696357
must,4.77958948767917
mustard,6.737513888132853
musty,8.947372525307852
muted,9.367875510780559
mutt,8.4699339175746
mylar,9.625704620082658
myriad,9.345402654928499
myrtle,10.061022691340504
mysteriou,9.132683620950173
mystery,8.215196000842173
naan,9.309035010757624
nabisco,8.008454167911765
nacho,7.8129257836305275
nada,9.675966454863547
nail,8.070660779714355
nailed,9.625704620082658
naked,8.152603151200688
namaste,9.463185690584883
name,5.317408954730512
named,7.475311342430538
namely,9.523289614654589
nana,8.415866696304324
nantucket,7.964679338858065
nap,8.71728794463941
napa,9.881229580899907
napkin,8.875399025682764
narrow,8.830142434094643
nasal,9.352837633416017
nastiest,9.728888856317889
nasty,6.110070390508479
nation,8.36735504487865
national,7.817737340627749
native,8.421731815756722
natura,10.561797979252992
natural,4.210345233102958
naturally,6.36911751631003
nature,6.157520735644291
naughty,9.881229580899907
nausea,8.115112542285189
nauseated,9.665709954696357
nauseating,9.330696507538804
nauseou,8.894091158694916
navita,8.987987244462044
navy,9.471553940255399
near,5.771186109134703
nearby,7.625285065358973
nearest,8.587716953230984
nearly,5.6971523127033015
neat,7.769100304090498
neatly,8.594685622547075
necco,9.606286534225557
necessarily,7.440534983251792
necessary,6.781593548445694
necessity,8.774213881435418
neck,8.036069334944738
nectar,7.43833233918945
nectresse,10.076290163471292
need,3.7891467574556996
needed,5.25836870081878
needing,7.702458330604556
needle,8.553583946861526
needles,7.04133717676402
negate,9.784769314712346
negative,6.055067866078153
negatively,9.587238339254862
neglected,9.773340618888723
negligible,9.280864133790928
neighbor,7.243982206529888
neighborhood,7.630604226836573
neither,6.404478617869503
neo,10.613091273640544
neon,9.345402654928499
nephew,8.321088289977034
nerd,9.655557583232339
nerve,8.271791668465807
nervou,7.601692883342153
nes,8.460717262469675
nescafe,8.584250745254497
nespresso,8.749419222822201
nesquik,10.173139989461209
nest,9.831836825570331
nestle,7.435037443292598
net,7.351962899036941
netherland,9.819860634523616
netrition,10.139803569193617
nettle,9.375480110165777
network,9.163081098134544
neuro,9.577848598905023
neutral,8.212806513444791
neutralize,10.00218219131757
never,3.766371885244775
nevertheles,8.200943978134971
new,4.204952743410315
newbie,9.406490346908338
newborn,9.367875510780559
newer,8.648558612487228
newest,8.947372525307852
newly,8.517336156469185
newman,5.996148551427185
newsletter,9.587238339254862
newspaper,9.471553940255399
newton,7.8065461766664885
next,4.660600101855313
niacin,8.281969873381563
nib,8.510884521187695
nibble,7.797052434474237
nibbled,9.686329241899093
nibbling,9.200821426117392
nice,3.7342770929814617
nicely,5.976065487157376
nicer,8.016266707648558
nicest,9.505745305003678
niche,9.360328305145176
nickel,9.463185690584883
nido,9.819860634523616
niece,8.215196000842173
niederegger,10.816690228881782
nielsen,9.933189319830618
nifty,9.367875510780559
night,5.0955326968586965
nightly,8.942409735965725
nightmare,8.825727415885527
nighttime,9.505745305003678
nine,7.4867925248044935
nip,9.063291627526175
nipple,9.132683620950173
nirvana,8.674728330220614
nitrate,9.514478984972433
nitrite,9.352837633416017
nitrogen,9.79633013711342
noble,9.831836825570331
nobody,7.781427116571156
nod,9.728888856317889
nog,9.906872011513245
noir,9.635556916525669
noise,8.302642444186283
noisy,9.345402654928499
nom,9.175503618133103
non,5.248715160504482
none,5.570685351645601
nonetheles,7.845448975336088
nonexistent,9.946612340162758
nonfat,8.875399025682764
nong,9.01423547053698
nonni,9.497087242260564
nonsense,9.383142982911346
noodle,5.746569481499347
noon,8.857049887014568
nope,8.008454167911765
nordic,10.139803569193617
nori,8.852514731849176
norm,9.057720582476719
normal,5.469121974820528
normally,5.498095964220044
north,7.827430469833409
northeast,9.76204106363479
northern,7.713985835775624
northwest,9.345402654928499
norwegian,10.156332871144828
nose,6.276488764080917
nostalgia,8.993182061339148
nostalgic,9.09738583886915
nostril,9.843958186102675
notable,9.323423748209724
notably,9.56854620624271
notch,7.599105559777202
notche,9.868650798693047
note,5.26585843749092
noted,6.824723776289388
nothing,4.538168804715938
noticable,9.253465159602813
notice,5.714662487710104
noticeable,6.882337747055548
noticeably,7.977800426820761
noticed,5.28266343212173
noticing,8.507674245557446
notification,9.15081100554273
notified,8.765880499876275
notify,9.696800541766388
noting,8.875399025682764
notion,9.933189319830618
notoriou,9.550197067574512
notoriously,9.438493077994512
nougat,9.156927232560166
nourish,9.338022547630876
nourishing,8.292252740337148
nourishment,9.352837633416017
nov,9.030321608288604
novel,8.678523401189164
novelty,8.157107663321792
november,8.241864247924333
novice,9.233397596552004
nowaday,8.52382968577973
nowhere,7.460580197853025
nozzle,9.625704620082658
nuance,9.057720582476719
nub,9.686329241899093
nuclear,9.773340618888723
nuff,9.169273068382466
nugget,7.663127418542133
nuke,8.774213881435418
numb,9.56854620624271
number,5.726905926590569
numerou,7.203160212009633
numi,7.747887387451305
nurse,8.442534943386486
nursery,10.045984813975963
nursing,8.219992173105666
nut,4.87084748341217
nutella,8.189220514438912
nutiva,7.484485718706579
nutmeg,7.948058457622024
nutramigen,10.045984813975963
nutrasweet,9.144731959466348
nutri,9.323423748209724
nutricity,9.906872011513245
nutrient,6.483413436609621
nutrition,5.657078910748286
nutritional,5.849344128045226
nutritionally,7.769100304090498
nutritionist,8.410035775993531
nutritiou,6.278211417392364
nutritive,9.79633013711342
nutro,8.641205638181969
nutshell,9.587238339254862
nutter,9.686329241899093
nuttier,9.471553940255399
nuttines,9.360328305145176
nutty,6.2254881114760945
nyc,8.032077313675199
nylabone,7.804957613981351
nylon,9.398647169447312
oak,8.91795864010156
oat,5.941985516528032
oatmeal,5.487093023916791
oaty,9.987997556325613
obedience,9.052180402101103
oberto,8.942409735965725
obese,9.287832803107023
obesity,8.898819299890864
object,8.705499988887366
objection,9.686329241899093
objectionable,9.422363696064627
objective,9.718077940213673
obligate,9.635556916525669
obnoxiou,9.338022547630876
obscure,9.79633013711342
observation,8.75761599002638
observed,9.156927232560166
obsessed,8.398474953592455
obsession,9.454886887770188
obtain,8.219992173105666
obtained,8.927667454228521
obviou,7.301780211053616
obviously,6.195202291609655
occasion,6.6679389444525174
occasional,6.720197438121392
occasionally,6.61296100070213
occassion,9.868650798693047
occassionally,9.881229580899907
occupied,7.6924796305546606
occupy,9.406490346908338
occur,8.193893420138306
occurred,8.803940061700619
occurrence,9.831836825570331
occurring,9.041191280525508
ocean,7.9245279602118295
oct,9.01423547053698
october,7.960961862457932
octopu,10.031169728190822
odd,6.300527545714911
oddly,8.074810163261168
odor,6.502217409467232
odorles,9.615948445137294
offend,9.696800541766388
offense,9.881229580899907
offensive,8.208044599684548
offer,5.550829407366616
offered,5.988376491579482
offering,6.500493271109092
office,5.893652994103513
official,8.674728330220614
officially,9.052180402101103
offset,8.517336156469185
often,5.038538679449367
ohio,8.619465651545564
oil,4.442655072648867
oilines,9.881229580899907
oily,6.560391412690161
okay,5.633276981533666
okra,9.750867763036664
old,3.9767994260061275
older,6.14778829872606
oldest,8.000702191107447
ole,8.705499988887366
oleic,9.974011314350873
olewo,10.613091273640544
olive,5.702373246925639
omaha,8.550233859976242
omega,6.9215836971203375
omelet,9.323423748209724
omelette,9.960217992218539
omg,7.554878516308437
omit,9.808026176876613
omnivore,9.01423547053698
one,2.410147505947501
ongoing,9.103182956553477
onion,6.0110839790609605
online,5.031377320019274
onset,9.946612340162758
onto,6.43305199031356
oolong,7.471892535681752
oomph,9.625704620082658
oop,9.188082400339962
ooze,9.438493077994512
oozing,9.784769314712346
opaque,9.367875510780559
open,4.775053983882444
opened,5.030386730537578
opener,8.251740871420246
opening,5.928040336412988
operate,9.030321608288604
operated,9.933189319830618
operation,9.294850375765668
opinion,5.348085795992842
opportunitie,9.933189319830618
opportunity,7.412272232519586
opposed,7.017944297189314
opposite,7.913851702220488
oprah,9.974011314350873
opt,8.682332929605831
opted,8.381380520233154
optimal,8.709413888208502
optimistic,9.645507247378838
optimum,9.008930418307287
option,5.292909423395768
optional,8.795356318009228
oral,8.14811883875336
orange,5.496516684043412
orangey,9.974011314350873
orangina,10.045984813975963
orbit,9.430395867761892
orchard,9.156927232560166
orchid,9.707382651096925
order,3.6696640811738126
orderd,9.559329551137786
ordered,3.955012667049572
ordering,4.789578343043563
ordinarily,9.523289614654589
ordinary,7.448282670042619
oregano,8.737248687201948
oregon,8.130380014415978
oregonian,9.831836825570331
oreo,7.085957054595071
org,9.479992808901264
orgain,8.284530694243237
organ,8.048141916179006
organic,4.160253986486101
organically,9.0745277007931
organism,9.287832803107023
organix,8.962410402672393
organization,8.323751407396518
organized,9.523289614654589
orginal,9.488503498569173
orgran,10.280385519814807
oriental,8.546894958710727
oriented,9.367875510780559
origin,7.89979171665219
original,5.291751494671986
originally,6.495767161345499
originated,9.41439552641545
orijen,7.987279170775305
orlean,8.17074423827134
oro,9.226796912520653
orville,8.56370207702711
orzo,9.497087242260564
oscar,9.2137248309533
oskri,10.243344248134457
osmosi,9.181773231146698
ostrich,9.933189319830618
ostrim,10.076290163471292
otc,10.00218219131757
otherwise,5.6894673565339176
ouch,9.345402654928499
ought,8.830142434094643
ounce,4.701296696663823
ourselve,8.068592526650297
outcome,8.786845628341318
outdated,9.138689645010386
outdoor,7.857086679416297
outer,7.577379465599275
outing,9.226796912520653
outlet,8.41294698620099
output,9.596717083209406
outrageou,7.676997266406283
outrageously,8.962410402672393
outright,9.541147232054595
outside,5.895767905008139
outstanding,6.539128453737783
outta,9.56854620624271
outweigh,8.9984040053203
oval,10.00218219131757
ovaltine,9.200821426117392
oven,6.517869902944908
overall,5.031972145059118
overbearing,8.3956055111645
overboard,8.861605703550428
overcome,8.9984040053203
overcook,8.922801264577348
overcooked,8.62665992717959
overdo,8.830142434094643
overdoing,9.919944093080598
overdone,9.144731959466348
overdose,9.559329551137786
overeat,9.596717083209406
overeating,9.655557583232339
overfeed,9.226796912520653
overflow,9.24673112742147
overflowing,9.79633013711342
overjoyed,9.645507247378838
overkill,9.309035010757624
overload,8.927667454228521
overloaded,9.85622827869449
overlook,9.41439552641545
overlooked,9.73981792685008
overly,5.910460112419894
overnight,7.153956054872169
overpay,9.260244846588193
overpower,7.43833233918945
overpowered,8.384209376433631
overpowering,5.987860495695999
overpoweringly,9.09738583886915
overpriced,6.959021224192468
oversea,8.175331402278244
oversight,9.960217992218539
oversized,9.728888856317889
overtone,8.356274599102079
overweight,7.648089541177592
overwhelm,7.837218476199572
overwhelmed,8.276867821497667
overwhelming,6.44561038910844
overwhelmingly,8.261716016477067
owe,8.725224494235146
owned,7.6279411094170895
owner,6.408005958387472
owning,9.79633013711342
oxidant,8.39274427888347
oxidation,9.615948445137294
oxide,9.728888856317889
oxidized,9.345402654928499
oxygen,9.471553940255399
oyster,8.808259722845136
pace,7.612109644200409
pacific,8.175331402278244
pack,3.855975302713926
package,4.045493962618601
packaged,5.29484228914797
packaging,4.684482453835916
packed,5.573578724441069
packer,9.946612340162758
packet,5.073170218485987
packing,6.736968185527224
pad,8.024140764079464
padded,9.24673112742147
padding,8.91795864010156
paella,9.831836825570331
page,6.924869930771156
paid,5.861544912018209
pail,9.718077940213673
pain,6.344867120707997
painful,8.108640027779572
painfully,9.606286534225557
painles,9.831836825570331
paint,8.577354166195438
painted,9.73981792685008
pair,7.468485377360138
paired,8.210422722089515
pairing,8.713343166348391
pak,8.56370207702711
pal,9.497087242260564
palak,10.243344248134457
palatable,7.112604399322582
palate,6.8506679162042365
pale,7.974033944025285
paleo,8.749419222822201
palette,8.34531558531236
pallet,8.977677874803181
palm,7.354994735619061
palmer,9.843958186102675
palpitation,9.497087242260564
pam,9.041191280525508
pamela,7.1391653168707725
pan,6.432247161296273
pancake,6.1584380266427186
pancrea,9.987997556325613
pancreatiti,9.280864133790928
panda,9.175503618133103
paneer,9.375480110165777
panel,8.808259722845136
pang,9.144731959466348
panic,8.927667454228521
panicked,9.881229580899907
panko,9.750867763036664
pant,8.615887830197678
pantene,9.987997556325613
pantothenate,9.309035010757624
pantry,6.1955197015472505
pao,10.22532574263178
papaya,8.884701418345077
paper,6.063656366023425
paperboard,9.615948445137294
papillon,9.063291627526175
paprika,8.056272042262258
par,7.535294047032248
paradise,9.79633013711342
paragon,9.550197067574512
paragraph,9.906872011513245
parameter,9.559329551137786
paramount,9.808026176876613
paranoid,9.750867763036664
parasite,9.665709954696357
parcel,9.919944093080598
parchment,9.577848598905023
parent,6.580248911176236
pari,8.90356990264946
parisian,9.226796912520653
park,7.782978707262576
parm,9.76204106363479
parmesan,7.4505073650647295
parrot,10.173139989461209
parsing,8.952360066818892
parsley,7.99300984548429
part,4.885729343164307
partake,9.463185690584883
partial,7.917397805227239
partially,7.3182295417944205
participate,9.881229580899907
particle,8.326421635952396
particular,5.53168690865608
particularly,6.150515986430321
partie,7.738932103722201
partly,9.046670746290134
partner,8.40713301633557
party,6.205089152563401
pas,6.597182523705676
passable,9.057720582476719
passe,8.488626050586753
passed,7.253081450385002
passing,8.08525957913551
passion,7.630604226836573
passionate,9.523289614654589
passionfruit,9.773340618888723
past,5.179369270086304
pasta,5.500152764248992
paste,6.45874147642887
pastel,9.960217992218539
pasteurized,9.253465159602813
pastrie,8.241864247924333
pastry,8.02611900409157
pasty,8.594685622547075
pat,8.674728330220614
patak,9.479992808901264
patch,8.791091919222769
patche,9.446656388633672
pate,7.77216779115836
patent,9.523289614654589
path,7.708205472860125
pathetic,8.71728794463941
patience,8.62665992717959
patient,7.968410686470922
patiently,9.200821426117392
patio,9.375480110165777
patrick,10.123543048321837
pattern,8.774213881435418
pattie,8.442534943386486
patty,9.132683620950173
paul,8.040077356342277
paula,9.946612340162758
pause,9.301917542988761
paw,6.885497307345917
pay,5.179714077859388
payday,9.868650798693047
payed,9.819860634523616
paying,6.115916650948283
payment,9.625704620082658
pbj,9.906872011513245
pea,6.406044788902248
peaberry,10.016570928769669
peace,7.661750955833409
peaceful,9.635556916525669
peach,6.459981402192191
peache,7.9702815944067344
peachy,9.398647169447312
peak,8.799638979801228
peanut,4.812245770352603
peanutbutter,9.615948445137294
peanutty,9.226796912520653
pear,6.962433032346804
pearl,7.9245279602118295
pearled,10.139803569193617
pebble,8.9984040053203
pecan,6.922240080471767
pectin,8.894091158694916
peculiar,9.56854620624271
pediatrician,8.652255474368555
pedigree,8.305256824760354
pee,8.803940061700619
peel,7.212771469919747
peeled,8.725224494235146
peeling,9.138689645010386
peep,10.00218219131757
peer,9.831836825570331
peet,8.433566273403724
peice,9.330696507538804
pekoe,8.993182061339148
pellegrino,9.819860634523616
pellet,8.112950379280694
pen,9.316203500236238
pencil,8.977677874803181
penne,8.861605703550428
pennie,8.761739707210243
pennsylvania,9.471553940255399
penny,7.1731793797976975
people,4.19627299551394
pep,9.175503618133103
pepper,5.355047806230447
peppercorn,8.081066700875473
peppered,7.966543272296127
pepperidge,8.982819274303601
peppermint,6.464956536832305
pepperoni,8.236962277324128
peppery,7.8065461766664885
pepsi,8.117279390370282
per,4.3943339006396185
percent,7.331982214346458
percentage,7.829055165560411
perception,9.728888856317889
percolator,9.163081098134544
perfect,3.9339881113509145
perfected,9.933189319830618
perfection,7.747887387451305
perfectly,5.678428036202613
perforated,9.728888856317889
perform,8.494935219780018
performance,8.145884200951944
performed,9.207252316447683
perfume,8.17074423827134
perfumed,9.843958186102675
perfumey,9.868650798693047
perhap,5.667322039697023
peri,10.561797979252992
perimeter,10.061022691340504
period,6.5617640965021335
periodic,9.750867763036664
periodically,8.808259722845136
perishable,8.942409735965725
perk,8.03008726326719
perked,9.707382651096925
permanent,8.421731815756722
permanently,9.587238339254862
permeate,9.635556916525669
pero,9.030321608288604
peroni,10.639759520722704
perrier,10.045984813975963
persian,9.240042139270674
persistent,9.843958186102675
person,5.611443616041667
personal,6.140250195791904
personality,9.41439552641545
personally,5.865873429996437
perspective,8.239410258962767
peru,9.56854620624271
peruvian,9.76204106363479
pesky,9.76204106363479
pest,9.008930418307287
pesticide,7.743399720981917
pestle,10.076290163471292
pesto,8.633906335700358
pet,5.076793598401362
petal,8.898819299890864
petco,7.514897419124602
pete,8.689995802351401
peter,8.73322453690222
peterson,8.276867821497667
petit,9.523289614654589
petite,7.616044075505243
petroleum,9.169273068382466
petsafe,10.045984813975963
petsmart,7.6094952636263375
pez,9.606286534225557
pharmaceutical,9.974011314350873
pharmacy,9.2137248309533
phase,8.659690452856072
phenomenal,8.17074423827134
philadelphia,9.808026176876613
philip,10.00218219131757
philippine,9.360328305145176
philly,9.893968606677337
philosophy,9.550197067574512
pho,9.287832803107023
phoenix,9.541147232054595
phone,7.719799805641044
phosphate,8.271791668465807
phosphoric,9.933189319830618
phosphorou,9.933189319830618
phosphoru,9.01423547053698
photo,7.05924810333055
photograph,9.73981792685008
phrase,9.175503618133103
physical,8.191554237785132
physically,8.761739707210243
physician,9.0916221341524
pic,8.830142434094643
picante,9.406490346908338
pick,5.510340690636482
picked,6.114159181251638
pickier,9.819860634523616
pickiest,8.66718112458523
picking,7.384786358483491
pickle,7.81132706226683
pickled,8.436546901541863
pickling,10.045984813975963
pickup,9.73981792685008
picky,5.224019543824042
picnic,8.546894958710727
pico,9.893968606677337
picture,5.833304577232902
pictured,7.392112398575564
pie,6.191085104479384
piece,4.617883740253727
pig,7.623959684117905
piggy,9.987997556325613
pike,8.39274427888347
pilaf,9.383142982911346
pile,8.032077313675199
pill,6.176028358300277
pillow,8.697717848445311
pillsbury,9.881229580899907
pin,8.454619682601557
pina,9.041191280525508
pinch,7.039858979894708
pine,8.251740871420246
pineapple,6.988048832392687
pinhead,9.881229580899907
pink,6.729359453167689
pinnacle,9.718077940213673
pint,8.460717262469675
pinto,9.114878996316667
pipe,9.309035010757624
piper,10.123543048321837
piping,9.446656388633672
pirate,9.068893883074844
pissed,9.974011314350873
pistachio,7.654896919405617
pit,7.667268211208165
pita,8.543567168618054
pitbull,9.207252316447683
pitch,9.750867763036664
pitched,9.960217992218539
pitcher,7.431753368091408
pitted,9.41439552641545
pity,9.041191280525508
pizza,6.5821163253510315
pizzle,10.422036036877834
pkg,8.232084218870694
place,4.94821377251494
placebo,8.839031381511889
placed,6.395132755451266
placing,7.660376385170243
plague,9.497087242260564
plain,5.139494632923965
plan,5.65578273428684
plane,8.721248345855507
planet,7.601692883342153
planned,8.52382968577973
planning,7.513710475365073
plant,6.146578377223347
plantation,8.84800005149465
planted,8.570504824349861
planter,7.926318470985618
planting,9.398647169447312
plaque,8.196238087097559
plastic,5.095004462733055
plate,6.9401272748325065
platinum,9.068893883074844
plato,9.41439552641545
platter,9.750867763036664
play,6.462880555185758
played,8.307878058240227
player,9.675966454863547
playful,8.791091919222769
playground,9.946612340162758
playing,7.381662982701222
pleasant,5.635994620673435
pleasantly,6.148696701513736
please,5.336185723175587
pleased,5.163522161961125
pleaser,9.488503498569173
pleasing,7.153128582752136
pleasurable,9.226796912520653
pleasure,6.939459048947301
plentiful,8.952360066818892
plenty,5.9073615519619835
pliable,8.786845628341318
plocky,9.906872011513245
plop,9.974011314350873
ploy,9.144731959466348
plu,4.768784370868849
plug,8.84350566190681
plugged,9.73981792685008
plum,7.721258595104704
plump,7.737447322454622
plunge,8.857049887014568
plunger,10.243344248134457
pluse,9.635556916525669
pocket,6.192350126785971
pocketbook,9.665709954696357
pocky,9.906872011513245
pod,5.533486500143794
point,5.268367534278351
pointed,7.960961862457932
pointer,9.280864133790928
pointing,9.773340618888723
pointles,10.045984813975963
poison,7.962818873205145
poisoned,9.906872011513245
poisoning,8.803940061700619
poisonou,9.596717083209406
poke,9.253465159602813
poking,9.750867763036664
poland,9.56854620624271
polar,9.287832803107023
pole,9.843958186102675
polenta,9.655557583232339
police,9.974011314350873
policy,8.02810116529556
polish,8.812598124443735
polished,9.200821426117392
polite,9.615948445137294
pollen,9.514478984972433
pollux,9.280864133790928
polyphenol,10.00218219131757
polyunsaturated,9.488503498569173
pom,8.410035775993531
pomegranate,6.732613252133851
pomegranite,9.974011314350873
pomeranian,8.359033221541157
pond,9.645507247378838
poo,7.966543272296127
pooch,8.37294165158729
pooche,9.587238339254862
poodle,7.327048805228502
poof,9.645507247378838
pool,8.608770362428816
poop,7.0281114145447585
pooped,9.750867763036664
pooping,9.550197067574512
poor,6.09560254555549
poorly,7.809730892734009
pop,5.382545719863896
popchip,6.777608345334731
popcorn,5.398155516031558
popcorner,9.523289614654589
popped,6.640815232453375
popper,7.135095307182476
popping,7.258581005951041
poppy,9.068893883074844
popsicle,9.919944093080598
poptart,9.471553940255399
popular,6.496624794331172
popularity,9.09738583886915
population,8.889385267657504
porch,8.52382968577973
porcini,9.550197067574512
pore,9.360328305145176
pork,6.406828795214457
porridge,8.977677874803181
port,9.488503498569173
portability,9.0916221341524
portable,7.301780211053616
portion,5.784988084817807
portioned,9.240042139270674
portland,9.041191280525508
portuguese,10.061022691340504
pose,9.309035010757624
position,8.439536440390228
positive,6.237003290534244
positively,8.697717848445311
possibilitie,8.825727415885527
possibility,8.44554246445044
possible,5.9437115679983545
possibly,6.847007143354555
post,6.491489994859133
postage,8.608770362428816
postal,9.541147232054595
posted,7.34592666340509
poster,8.442534943386486
